Student_ID,Age,Gender,Lifestyle_Habits,Day,Sleep_Hours,Stress_Level,Study_Hours,Screen_Time_Post_10PM,Physical_Activity_Minutes,Mood_Score,Sleep_Debt,Stress_Per_Study_Hour,Burnout_Risk_Score,Overall_Wellbeing_Score,Sleep_Quality_Score,Mental_Fatigue_Score
S00697_D014,21,Male,Night Owl,14,5.725066022594096,5,6.104488496556419,1.9615587654684299,37,6.776086122385139,1.8970744706169003,0.82,0.12,6.66,5.57,1.67
S00697_D021,21,Male,Night Owl,21,6.262589432617838,6,3.6979977978378145,2.960752503335833,44,6.812251654757649,1.7455540696807228,1.62,0.93,5.88,6.02,2.06
S00697_D030,21,Male,Night Owl,30,5.148099350588219,4,4.553762475803709,2.7555130818536417,46,1.8350584541146713,1.2721667499095917,0.88,3.44,-1.6,5.0,5.8
S00697_D045,21,Male,Night Owl,45,5.16086112196655,3,1.534573802164485,5.39583831310998,47,3.077414526545836,1.5689526272790404,1.95,1.49,1.59,5.01,4.21
S00697_D090,21,Male,Night Owl,90,4.4622737166699,9,4.829207131296551,3.169981644427187,56,6.592630300425736,2.636041495294622,1.86,5.04,1.55,4.34,4.22
S00697_D182,21,Male,Night Owl,182,5.715415261125573,8,5.424072140614593,2.819487795766799,4,4.143579264607632,3.0136265055975837,1.47,6.87,-2.73,5.72,6.36
S00697_D365,21,Male,Night Owl,365,5.360890252998615,5,3.0657013519434835,4.150826085916811,26,4.400504093476403,3.3013226161626053,1.63,3.9,0.5,5.29,4.75
S00698_D003,22,Male,Occasional Drinker,3,6.003948932933285,6,5.119864377299088,1.5152291812160785,52,6.788693716831796,0.0,1.17,-0.79,7.58,5.74,1.21
S00698_D007,22,Male,Occasional Drinker,7,6.707079710726361,5,1.7888980741106528,3.578109837210289,38,7.141308630904771,1.6547780696233436,2.8,-0.49,7.63,6.45,1.18
S00698_D014,22,Male,Occasional Drinker,14,4.868949481443469,6,4.269723459615434,2.4789586134696853,45,5.7017958827115205,1.944908274312283,1.41,2.24,3.46,4.76,3.27
S00698_D021,22,Male,Occasional Drinker,21,5.5832136507720085,3,6.837610092664674,2.176524605963256,77,3.880888241536164,2.2002881581570533,0.44,1.32,2.56,5.24,3.72
S00698_D030,22,Male,Occasional Drinker,30,6.7531127843398,5,5.455434625104665,3.292335423739237,47,5.193509798040008,2.6395997467267525,0.92,2.45,2.74,6.44,3.63
S00698_D045,22,Male,Occasional Drinker,45,6.0745934101564005,10,6.777922051472688,3.518326542552708,44,3.187621696984345,2.286328938055115,1.48,9.1,-5.91,5.85,7.96
S00698_D090,22,Male,Occasional Drinker,90,5.326706254770673,5,5.439647986021221,3.048077537228699,66,3.957876682587025,3.135265339152047,0.92,4.18,-0.22,5.06,5.11
S00698_D182,22,Male,Occasional Drinker,182,5.988715424090234,9,4.264637115614657,1.935651985300032,54,4.089902865928879,3.8341030133673257,2.11,8.74,-4.65,5.72,7.33
S00698_D365,22,Male,Occasional Drinker,365,5.847993679198409,9,1.737242732876852,5.50405830648864,43,3.0513580052356613,2.878770500058774,5.18,8.83,-5.78,5.65,7.89
S00699_D003,20,Female,Smoker,3,7.420813813306256,6,2.760989551744654,2.479509625157518,68,5.901472611241538,1.6339442118102199,2.17,1.73,4.17,6.94,2.91
S00699_D007,20,Female,Smoker,7,5.760413576189397,5,2.9651009209197787,2.5656208943910648,59,4.619034175715621,1.472312024663677,1.69,1.85,2.77,5.49,3.62
S00699_D014,20,Female,Smoker,14,4.67394871597609,5,2.0120614970081245,2.54555898048968,32,6.26872580184055,1.877590319564509,2.49,0.61,5.66,4.65,2.17
S00699_D021,20,Female,Smoker,21,6.363834698822793,3,2.7462295324999766,2.394360901112532,66,3.644967803902853,3.169553659324614,1.09,2.52,1.12,6.0,4.44
S00699_D030,20,Female,Smoker,30,7.356995585884281,6,6.906552086404902,2.328510481797424,41,6.468384719752531,1.656178372779729,0.87,1.19,5.28,7.02,2.36
S00699_D045,20,Female,Smoker,45,7.975150914349603,3,7.252534227827296,3.7370078101032975,43,7.505613855393124,2.8194556838284166,0.41,-1.69,9.2,7.56,0.4
S00699_D090,20,Female,Smoker,90,5.591504458701121,8,4.373313817765485,2.8572743628189,42,4.979397371262637,2.7064212043868694,1.83,5.73,-0.75,5.42,5.38
S00699_D182,20,Female,Smoker,182,7.683232091599303,8,2.0576282781053004,4.1090210053174445,37,5.217584408542691,2.187015772725223,3.89,4.97,0.25,7.33,4.88
S00699_D365,20,Female,Smoker,365,7.094295719713563,6,4.464740386581938,2.3207030591264823,63,4.331428974173404,3.237003818880166,1.34,4.91,-0.58,6.67,5.29
S00700_D003,25,Male,Sedentary,3,7.154606867495381,5,2.624535367940659,2.4352989248153682,67,9.289683290188702,1.348537401613777,1.91,-2.94,12.23,6.7,-1.11
S00700_D007,25,Male,Sedentary,7,6.289144464317111,5,3.7570961669893217,2.7054015709367576,93,4.3770575641254865,0.8295990308405974,1.33,1.45,2.93,5.8,3.54
S00700_D014,25,Male,Sedentary,14,6.936565400954628,7,1.748417237387231,2.3220035191336073,9,7.187668145452968,1.6066240414814938,4.0,1.42,5.77,6.8,2.12
S00700_D021,25,Male,Sedentary,21,5.110816994729433,9,3.6988592925905106,2.8823036516422604,0,6.608104293512897,2.6820703159591495,2.43,5.07,1.54,5.2,4.23
S00700_D030,25,Male,Sedentary,30,7.693618314929253,7,6.021225412616008,1.9869044681696109,47,7.631294423444888,2.2272068291175513,1.16,1.6,6.03,7.29,1.98
S00700_D045,25,Male,Sedentary,45,6.555065264005339,3,5.562590602055999,2.0912022513928505,85,6.4086834510564685,2.6691982874281197,0.54,-0.74,7.15,6.07,1.43
S00700_D090,25,Male,Sedentary,90,7.544445731442226,5,2.8333620210736647,2.403846665644213,26,4.685307637677976,2.80805134965739,1.76,3.12,1.57,7.26,4.22
S00700_D182,25,Male,Sedentary,182,5.816249671917605,9,3.579782632371772,4.235021894192339,48,2.339525838063154,3.977462706371413,2.51,10.64,-8.3,5.59,9.15
S00700_D365,25,Male,Sedentary,365,6.585391992641069,2,3.5397836724099423,3.251580093207252,38,2.2957580674057056,2.452822353590138,0.57,2.16,0.14,6.34,4.93
S00701_D003,23,Female,Healthy Eater,3,6.333341487253426,5,3.4769662655909,2.3439722054577943,90,9.787000138084277,0.2661900248113933,1.44,-4.52,14.31,5.85,-2.15
S00701_D007,23,Female,Healthy Eater,7,7.428736903418011,3,6.600142441092114,2.366171417551305,64,5.281797256933435,1.5099177712915108,0.45,-0.77,6.05,6.97,1.97
S00701_D014,23,Female,Healthy Eater,14,5.626873100952863,9,4.301595647950031,3.038046139682489,59,2.8092257966192498,1.2809206640458282,2.09,7.47,-4.66,5.37,7.33
S00701_D021,23,Female,Healthy Eater,21,5.108789042719209,7,3.363033054186109,4.123906934621736,62,7.290037464394008,2.411893226254392,2.08,2.12,5.17,4.89,2.41
S00701_D030,23,Female,Healthy Eater,30,5.3722727795755985,9,7.743786473976492,4.061632381142739,44,5.628964645957763,1.731446952925117,1.16,5.1,0.53,5.22,4.74
S00701_D045,23,Female,Healthy Eater,45,5.8954560696929965,4,1.3170306792050477,3.909061003665195,73,6.323399455892605,2.6762433720844574,3.04,0.35,5.97,5.54,2.01
S00701_D090,23,Female,Healthy Eater,90,6.524087932766326,6,3.551041657082105,4.195517098197923,39,3.8675934345678336,2.8977052917755133,1.69,5.03,-1.16,6.28,5.58
S00701_D182,23,Female,Healthy Eater,182,6.1974785714183085,9,5.255348238747684,3.0313347837773996,41,3.2479017447173275,1.6881806642160433,1.71,7.44,-4.19,5.97,7.1
S00701_D365,23,Female,Healthy Eater,365,6.961504551217905,6,5.426019836412152,2.5986691884692386,6,4.473967559237762,3.417234856134196,1.11,4.94,-0.47,6.84,5.23
S00702_D003,20,Other,Energy Drink Addict,3,7.170384578759811,7,3.7167506527263683,3.7830545977959886,53,6.637045507955438,1.4372424785023534,1.88,1.8,4.84,6.79,2.58
S00702_D007,20,Other,Energy Drink Addict,7,6.481857421892008,7,3.991730752576441,0.012025424389457307,9,6.922739412254766,2.1435176849776463,1.75,2.22,4.7,6.39,2.65
S00702_D014,20,Other,Energy Drink Addict,14,6.6961612933112,3,4.9947902094221845,1.8193211372894824,48,6.009296345141383,1.5652514260177173,0.6,-1.44,7.45,6.39,1.28
S00702_D021,20,Other,Energy Drink Addict,21,6.163225045431208,8,4.624253884708287,3.8756186931855843,46,6.343905503395457,2.6768060546255046,1.73,4.33,2.01,5.92,3.99
S00702_D030,20,Other,Energy Drink Addict,30,6.002730016058734,5,2.911567736772321,3.066754435755758,68,6.443149180661624,2.1562120764174364,1.72,0.71,5.73,5.66,2.13
S00702_D045,20,Other,Energy Drink Addict,45,5.287447823068323,7,3.444377377201546,1.6002674538921162,59,5.512117562418181,2.550529077523998,2.03,4.04,1.47,5.06,4.26
S00702_D090,20,Other,Energy Drink Addict,90,5.566457937499461,7,2.33827103354211,3.565544099635709,42,3.179881310833625,3.429308580876302,2.99,7.25,-4.07,5.4,7.04
S00702_D182,20,Other,Energy Drink Addict,182,5.7002934492217925,7,0.5,2.8410470554535476,65,2.2041816367284754,2.480250429714033,14.0,7.28,-5.08,5.41,7.54
S00702_D365,20,Other,Energy Drink Addict,365,5.70942778004951,10,3.559215090629171,4.044458617810751,50,4.3800747260172095,2.621728737149142,2.81,8.24,-3.86,5.49,6.93
S00703_D003,17,Female,Fast Food Lover,3,6.586448904669895,7,5.9206626738570876,1.84979433315513,58,4.570971562525459,0.5476206316355853,1.18,2.98,1.59,6.24,4.2
S00703_D007,17,Female,Fast Food Lover,7,7.122401906429332,8,5.875759260310452,2.861016743212394,82,5.306509247591701,1.0662871472283917,1.36,3.76,1.55,6.6,4.23
S00703_D014,17,Female,Fast Food Lover,14,6.803892999233947,6,2.769572039171451,4.079402150494615,57,9.016934507716162,1.6756291409816944,2.17,-1.34,10.36,6.44,-0.18
S00703_D021,17,Female,Fast Food Lover,21,6.417744677543911,8,6.725700477126843,3.4555397394166127,63,4.68105226544179,2.1349697343725347,1.19,5.45,-0.77,6.06,5.38
S00703_D030,17,Female,Fast Food Lover,30,4.928308729159043,5,7.93274054610383,2.5212871523246645,35,3.6494532414999457,2.5475621959700825,0.63,3.9,-0.25,4.86,5.13
S00703_D045,17,Female,Fast Food Lover,45,6.531255305778429,7,8.165349522238348,1.4583516110707873,24,3.750083462320278,3.142348759096678,0.86,6.39,-2.64,6.36,6.32
S00703_D090,17,Female,Fast Food Lover,90,7.733332715408562,5,5.363800436038068,3.9095924787712897,62,4.357745720367571,2.688636994181214,0.93,3.33,1.03,7.25,4.49
S00703_D182,17,Female,Fast Food Lover,182,6.1273216839720215,7,7.1099153203529575,3.196889252676471,47,3.1754942944893796,3.004063976568946,0.98,6.83,-3.65,5.88,6.83
S00703_D365,17,Female,Fast Food Lover,365,5.46241813202351,8,2.742576540373441,2.0865867190979626,63,3.0551716657403327,3.1425327584203133,2.92,8.09,-5.03,5.2,7.52
S00704_D003,25,Female,Non-Smoker,3,6.996690190250295,8,6.273688852914463,1.5670907022954852,62,6.803192136495155,0.44882876922783255,1.28,1.65,5.15,6.59,2.42
S00704_D007,25,Female,Non-Smoker,7,6.571797177462836,9,6.5706217554349235,1.5051972038115027,27,2.6540456215017043,1.9194966787275092,1.37,8.27,-5.62,6.38,7.81
S00704_D014,25,Female,Non-Smoker,14,5.386020745562746,8,6.687705111472482,2.1190471972472418,84,6.605205744227952,1.4162876242202351,1.2,2.81,3.8,5.03,3.1
S00704_D021,25,Female,Non-Smoker,21,5.994747200071884,9,6.735557763338381,2.257577087533637,9,4.895563094618312,1.821263206067994,1.34,5.93,-1.03,5.95,5.52
S00704_D030,25,Female,Non-Smoker,30,4.675588693164389,10,4.727616064570604,4.196286293076886,49,5.587389919687415,2.2357338889596674,2.12,6.65,-1.06,4.56,5.53
S00704_D045,25,Female,Non-Smoker,45,6.492851961621931,4,7.299970110840684,2.6757850094531905,28,4.615021801253604,1.5713519519669044,0.55,0.96,3.66,6.3,3.17
S00704_D090,25,Female,Non-Smoker,90,3.5,7,2.5277661447488717,2.135921931541686,63,5.214124939984554,2.545987745594699,2.77,4.33,0.88,3.44,4.56
S00704_D182,25,Female,Non-Smoker,182,7.3131923103405825,6,6.039948861861472,2.81641233924452,58,4.85069117400776,2.8346275711988445,0.99,3.98,0.87,6.89,4.56
S00704_D365,25,Female,Non-Smoker,365,4.525704762072094,8,4.478658922866898,2.778109500797705,65,1.9312668359021465,3.4888686596668874,1.79,9.56,-7.63,4.35,8.81
S00705_D003,22,Other,Sedentary,3,9.0,6,2.3492386948997206,1.4694217701005488,42,4.565226847986609,1.8202621662766703,2.55,3.26,1.31,8.49,4.35
S00705_D007,22,Other,Sedentary,7,6.8691037482258475,6,3.2393439221630187,2.456256101844386,73,5.643574404312617,2.0406857023859213,1.85,2.4,3.24,6.42,3.38
S00705_D014,22,Other,Sedentary,14,5.0419253387485545,6,4.020975987667034,2.569246697954279,83,4.807655821780839,2.387714260712833,1.49,3.58,1.23,4.72,4.39
S00705_D021,22,Other,Sedentary,21,7.29979368497016,8,4.205291330933999,0.2885645487332069,30,4.948798060076264,2.5632631515689455,1.9,5.61,-0.66,7.02,5.33
S00705_D030,22,Other,Sedentary,30,6.1116641302956065,9,5.192168316850996,1.915573021951886,48,5.782739645557745,1.4267498854472311,1.73,4.64,1.14,5.86,4.43
S00705_D045,22,Other,Sedentary,45,5.926952228464033,4,5.451169978463067,3.7285755274535672,63,3.602731739350265,2.584547572580848,0.73,2.98,0.62,5.62,4.69
S00705_D090,22,Other,Sedentary,90,5.445789506856201,3,1.2259324684807207,0.66392069788209,31,3.983821916986128,2.1827830230570844,2.45,1.2,2.78,5.35,3.61
S00705_D182,22,Other,Sedentary,182,5.994330550858289,6,2.468277398643105,3.110563571079838,11,6.3827351621433355,3.3658602968574063,2.43,2.98,3.4,5.94,3.3
S00705_D365,22,Other,Sedentary,365,7.381251948262337,8,5.2100648738985065,3.1914677599760832,36,4.999377708547577,2.806718250218083,1.54,5.81,-0.81,7.06,5.41
S00706_D003,19,Female,Gym Goer,3,4.886145108996318,5,4.8988499305014965,3.636346736613393,52,5.39943197239136,0.34405690365577946,1.02,-0.06,5.46,4.74,2.27
S00706_D007,19,Female,Gym Goer,7,5.979614421847629,5,4.446065819135693,3.451845336194106,57,7.1447279157593115,1.5368485323676255,1.12,-0.61,7.75,5.7,1.12
S00706_D014,19,Female,Gym Goer,14,5.927553573987853,8,3.2367073365689274,1.5397668316410331,42,5.35042297776097,1.7802964176182927,2.47,4.43,0.92,5.72,4.54
S00706_D021,19,Female,Gym Goer,21,7.524150972469816,9,6.467054143436679,1.7918666914444223,43,5.592316673567483,2.690325597107994,1.39,6.1,-0.51,7.16,5.25
S00706_D030,19,Female,Gym Goer,30,5.084779830794919,4,4.400064142285711,4.8241475206653215,64,4.652338754074831,1.642520193609501,0.91,0.99,3.66,4.86,3.17
S00706_D045,19,Female,Gym Goer,45,5.126090176867778,6,3.850353245563937,4.30271572915992,82,3.994660033183263,2.1060427450446038,1.56,4.11,-0.12,4.8,5.06
S00706_D090,19,Female,Gym Goer,90,4.476529709708082,9,8.531995943897904,2.719457897480743,45,2.211971752768216,2.33994927839861,1.05,9.13,-6.92,4.4,8.46
S00706_D182,19,Female,Gym Goer,182,5.3596227068891205,6,3.3984678995536455,4.063760969154897,2,4.532125663827708,2.583366606475058,1.77,4.05,0.48,5.41,4.76
S00706_D365,19,Female,Gym Goer,365,7.190572614625459,5,6.23391588158773,2.8417880801278517,83,4.305821805384875,2.4156375893914683,0.8,3.11,1.2,6.66,4.4
S00707_D003,23,Female,Early Riser,3,4.149813215370326,6,2.502493950146154,2.7947824939865606,35,6.991673668117935,1.7875706613976063,2.4,0.8,6.19,4.16,1.9
S00707_D007,23,Female,Early Riser,7,5.996678263238669,3,5.576734722454568,3.5140792596514805,51,5.2880855460482366,2.404508897135062,0.54,0.12,5.17,5.74,2.42
S00707_D014,23,Female,Early Riser,14,6.18225032808954,8,4.1073137410118745,3.733736924294089,58,8.020775589833168,2.471712488846351,1.95,2.45,5.57,5.87,2.21
S00707_D021,23,Female,Early Riser,21,5.450994133179356,10,3.7216755396359007,3.423476338241353,30,5.9572699386189605,2.045802935160972,2.69,6.09,-0.13,5.36,5.07
S00707_D030,23,Female,Early Riser,30,3.567407444107792,5,6.442773268044748,3.503542162473247,38,4.308043144033577,2.1422582032392765,0.78,2.83,1.48,3.62,4.26
S00707_D045,23,Female,Early Riser,45,7.617541876260101,6,7.109331349003869,4.084290079447919,31,5.501268505057622,2.4081693115687908,0.84,2.91,2.59,7.3,3.7
S00707_D090,23,Female,Early Riser,90,3.5,8,1.9119693626434278,3.6588532944638703,70,5.614499381463135,2.5770309635987028,4.18,4.96,0.65,3.4,4.67
S00707_D182,23,Female,Early Riser,182,6.508502580578781,7,4.502479218719827,4.040737201682227,34,4.414404884105258,2.7348362592192457,1.55,5.32,-0.91,6.29,5.45
S00707_D365,23,Female,Early Riser,365,5.416032504053642,7,1.9203981294248134,3.8944072475652027,35,5.226183896555874,2.083137481108415,3.65,3.86,1.37,5.3,4.32
S00708_D003,25,Female,Smoker,3,7.127736777846083,8,2.0841173675721203,3.0951881635799627,66,6.043732726253963,2.7586100538027964,3.84,4.71,1.33,6.68,4.33
S00708_D007,25,Female,Smoker,7,6.184030244257855,7,4.5652743592423475,2.1538982152161004,42,5.866605745215904,1.710068115355068,1.53,2.84,3.03,5.96,3.49
S00708_D014,25,Female,Smoker,14,6.7672676794789615,6,2.5750661173546483,4.03527582146623,24,5.861497544821563,2.3074788365635834,2.33,2.45,3.41,6.57,3.29
S00708_D021,25,Female,Smoker,21,5.042616717071068,7,6.299717685936497,1.4474308978847938,55,5.255379346945756,2.118009323085093,1.11,3.86,1.4,4.86,4.3
S00708_D030,25,Female,Smoker,30,6.793001584988416,9,4.657180360333422,3.544777861310991,59,4.562983056751383,2.3988955040300106,1.93,6.84,-2.28,6.42,6.14
S00708_D045,25,Female,Smoker,45,6.270936968750714,5,3.7876496639895563,2.4823849163831158,65,5.867737858253087,2.5659389397754118,1.32,1.7,4.17,5.92,2.92
S00708_D090,25,Female,Smoker,90,5.903247097716253,7,4.110207143032886,4.499141374532339,42,4.783069133139392,2.1325547256445696,1.7,4.35,0.43,5.7,4.78
S00708_D182,25,Female,Smoker,182,6.761978149267076,5,5.842392066665255,2.0279949666051267,36,3.947645885393139,2.938084707201132,0.86,3.99,-0.04,6.51,5.02
S00708_D365,25,Female,Smoker,365,6.482525591823116,7,5.328048485512808,0.752471772442362,47,4.02615439372526,3.2950608415761917,1.31,6.27,-2.24,6.2,6.12
S00709_D003,18,Female,Non-Smoker,3,7.1219721325386,5,3.7514923878254254,1.4428151472492146,34,6.768023123118888,1.631251185180508,1.33,-0.14,6.91,6.84,1.55
S00709_D007,18,Female,Non-Smoker,7,7.187363307963074,2,0.8939284893360275,3.009952250660359,49,5.817546035375239,1.66741477502642,2.24,-2.15,7.97,6.82,1.02
S00709_D014,18,Female,Non-Smoker,14,5.373860521523045,4,4.012914538037025,1.5982807978228641,44,5.886198620513435,1.3032861839284204,1.0,-0.58,6.47,5.22,1.77
S00709_D021,18,Female,Non-Smoker,21,5.962962057848838,8,5.584984701110672,1.9542846370299989,73,4.12942610661112,1.956708693818164,1.43,5.83,-1.7,5.6,5.85
S00709_D030,18,Female,Non-Smoker,30,5.679961908249231,6,7.384124358263167,0.9192328002739147,26,4.712591625152095,2.6957832718155763,0.81,3.98,0.73,5.58,4.63
S00709_D045,18,Female,Non-Smoker,45,6.135005265881215,9,5.391817263335928,3.0627423568646424,25,1.648158848572471,2.291473666768681,1.67,9.64,-7.99,6.0,9.0
S00709_D090,18,Female,Non-Smoker,90,5.299986251884451,6,6.464197563436798,4.1238191068494245,22,3.0709371714281555,1.7898747612082468,0.93,4.72,-1.65,5.26,5.82
S00709_D182,18,Female,Non-Smoker,182,4.965811528397875,5,4.693627298629195,4.3649341149959024,27,5.390038953079888,2.414991033687581,1.07,2.02,3.37,4.93,3.31
S00709_D365,18,Female,Non-Smoker,365,6.290910434032512,8,0.7797494822815438,3.5081600624034586,65,3.301541622472804,2.451493386837319,10.26,7.15,-3.85,5.94,6.92
S00710_D003,18,Female,Sedentary,3,6.216068806645372,8,3.3302368814108396,2.2026846987558297,64,5.077052862275913,1.4751712598399624,2.4,4.4,0.68,5.87,4.66
S00710_D007,18,Female,Sedentary,7,5.215980610149282,6,4.155444468874945,2.2847508361726305,32,6.708641159172412,0.7542146351498247,1.44,0.05,6.66,5.13,1.67
S00710_D014,18,Female,Sedentary,14,5.3927682737763,4,4.893885329191851,1.6688618681937957,10,4.28403192999915,1.3761221758863158,0.82,1.09,3.19,5.4,3.4
S00710_D021,18,Female,Sedentary,21,6.410534786715317,9,2.733250396189395,2.0117009270418746,68,4.396411343215194,2.6018680775156993,3.29,7.21,-2.81,6.03,6.41
S00710_D030,18,Female,Sedentary,30,7.957087797712724,10,2.136823603126464,2.118925383265125,29,5.3130182161785875,2.441832507660021,4.68,7.13,-1.82,7.62,5.91
S00710_D045,18,Female,Sedentary,45,6.2616967295281025,8,5.717252674321882,2.8051053511653516,48,5.264678678960818,2.2337372679470198,1.4,4.97,0.29,6.0,4.85
S00710_D090,18,Female,Sedentary,90,7.530012130054475,7,5.245362069962286,2.601560524568221,64,5.081416748260874,2.86931462172969,1.33,4.79,0.29,7.06,4.85
S00710_D182,18,Female,Sedentary,182,5.467944557750133,5,2.165281204551335,2.846735218903807,41,5.419979082427824,2.6198645439242014,2.31,2.2,3.22,5.32,3.39
S00710_D365,18,Female,Sedentary,365,7.72894105305207,6,4.682048436286478,2.992246558135816,75,1.0,3.3003442455454888,1.28,8.3,-7.3,7.18,8.65
S00711_D003,25,Male,Sedentary,3,6.656503671562893,4,1.2862876118750304,2.713613214674958,60,8.404813542845446,2.0078671390233875,3.11,-2.4,10.8,6.29,-0.4
S00711_D007,25,Male,Sedentary,7,6.642738441144588,1,4.489797673494682,2.8625320356411814,25,6.245367313791421,1.943923596392307,0.22,-3.3,9.55,6.45,0.23
S00711_D014,25,Male,Sedentary,14,6.312386783939531,7,4.464714396488618,2.6806590525692493,47,5.010067605788872,2.2434911770747092,1.57,4.23,0.78,6.05,4.61
S00711_D021,25,Male,Sedentary,21,5.574049770345384,5,5.0143276909106325,2.5985852972115113,74,6.258815287107046,2.364581073751356,1.0,1.11,5.15,5.25,2.43
S00711_D030,25,Male,Sedentary,30,5.657692797548485,6,7.087255389672805,2.829403057880321,50,4.129928103691821,2.295210841797822,0.85,4.17,-0.04,5.44,5.02
S00711_D045,25,Male,Sedentary,45,6.430875526242996,7,6.788380035007027,3.12881730626373,9,5.2577501299777,1.9070214111241928,1.03,3.65,1.61,6.34,4.2
S00711_D090,25,Male,Sedentary,90,7.277877753440209,5,4.98731215384104,3.8132683445712785,0,7.204568338946851,1.108913119863795,1.0,-1.1,8.3,7.15,0.85
S00711_D182,25,Male,Sedentary,182,7.140535128466328,5,4.5589646042269605,2.444252735461927,33,3.928727435817893,2.9379844895644682,1.1,4.01,-0.08,6.86,5.04
S00711_D365,25,Male,Sedentary,365,7.21016227617148,6,3.9578268780987544,3.760144274424304,43,4.018731098902426,2.8207624343990627,1.52,4.8,-0.78,6.87,5.39
S00712_D003,23,Other,Occasional Drinker,3,7.092556586199724,7,5.393665485758922,1.8626375228578447,83,4.518064981237851,1.6990019572437747,1.3,4.18,0.34,6.57,4.83
S00712_D007,23,Other,Occasional Drinker,7,7.514606365757947,5,4.109287920009169,2.791088678287647,47,5.425993914357655,2.1869943733619173,1.22,1.76,3.67,7.13,3.17
S00712_D014,23,Other,Occasional Drinker,14,7.218665045914625,6,2.9923913695494777,2.9694299565769513,68,7.308409070617148,1.633038794661707,2.01,0.32,6.99,6.76,1.51
S00712_D021,23,Other,Occasional Drinker,21,6.2156985300786785,2,5.225781320702866,1.732055223041505,11,6.1473270760990335,1.822873713006463,0.38,-2.32,8.47,6.14,0.77
S00712_D030,23,Other,Occasional Drinker,30,6.096127651304744,7,6.607655332892996,1.3201045799401643,41,6.2584255702868985,2.4131646860755294,1.06,3.15,3.11,5.88,3.45
S00712_D045,23,Other,Occasional Drinker,45,5.874808907830955,5,2.4815431514561013,2.0885199561081915,55,1.0097482547221563,2.9979303761801295,2.01,6.99,-5.98,5.61,7.99
S00712_D090,23,Other,Occasional Drinker,90,7.848110321904566,6,7.013057503984977,2.305390400794814,35,5.043042221466873,1.3456789277211987,0.86,2.3,2.74,7.49,3.63
S00712_D182,23,Other,Occasional Drinker,182,7.367057724896914,6,2.7495753603652324,2.339527878957464,59,4.072760360812024,2.410873878759872,2.18,4.34,-0.27,6.94,5.13
S00712_D365,23,Other,Occasional Drinker,365,7.469510052338398,8,0.5,2.1918425068990812,46,4.960725283208181,3.103323727006298,16.0,6.14,-1.18,7.09,5.59
S00713_D003,20,Other,Gym Goer,3,4.946428257151126,3,4.284697589868908,1.1477066932123041,33,4.875221722293997,2.491156850030265,0.7,0.62,4.26,4.89,2.87
S00713_D007,20,Other,Gym Goer,7,4.730237958998651,5,6.313441297289607,2.9904445357516565,46,4.364119450392979,1.6163759340912827,0.79,2.25,2.11,4.63,3.94
S00713_D014,20,Other,Gym Goer,14,4.159631275809865,6,3.949459873592525,1.503545966347386,0,5.983048067696047,2.74495547361245,1.52,2.76,3.22,4.34,3.39
S00713_D021,20,Other,Gym Goer,21,7.459762366872421,6,5.330208460029698,2.698742869138691,13,4.514048203236561,1.78706378666838,1.13,3.27,1.24,7.25,4.38
S00713_D030,20,Other,Gym Goer,30,6.806874407705774,7,5.276546278229835,3.0926017488369903,65,8.162797022339634,2.780250447403959,1.33,1.62,6.54,6.4,1.73
S00713_D045,20,Other,Gym Goer,45,6.18595675538967,6,3.920495016999436,1.1396119096011883,57,5.455548023718398,2.620468856678527,1.53,3.16,2.3,5.88,3.85
S00713_D090,20,Other,Gym Goer,90,8.227721531864159,8,4.395322601487785,2.1290855178978063,83,6.1511371228220355,3.4098664433386094,1.82,5.26,0.89,7.59,4.55
S00713_D182,20,Other,Gym Goer,182,7.429597451579529,5,4.140807033683878,1.1275442935864337,39,5.29863034464875,2.526626747687286,1.21,2.23,3.07,7.09,3.47
S00713_D365,20,Other,Gym Goer,365,6.552441603491261,10,4.288453506295084,0.8861716522344074,26,4.330754432963025,2.736869428447624,2.33,8.41,-4.08,6.37,7.04
S00714_D003,23,Male,Gym Goer,3,7.27656426810393,4,1.3780499473276278,2.1436039599887495,53,5.8180913234812985,1.0170971255289318,2.9,-0.8,6.62,6.88,1.69
S00714_D007,23,Male,Gym Goer,7,4.46681988391042,8,4.740384822423109,1.479935519676578,40,7.038515915561873,1.528746910360944,1.69,2.49,4.55,4.42,2.73
S00714_D014,23,Male,Gym Goer,14,6.216397626271827,5,2.780580345655837,0.6232803500755417,78,4.647160326085547,1.433138957494687,1.8,1.79,2.86,5.8,3.57
S00714_D021,23,Male,Gym Goer,21,5.841419087106503,6,4.735636578489028,0.8025798679003835,52,4.707675571950378,3.1582674790774936,1.27,4.45,0.26,5.6,4.87
S00714_D030,23,Male,Gym Goer,30,6.081877573385331,4,3.1999863962623585,1.468958877514283,26,6.135989334341609,2.275886456450952,1.25,0.14,6.0,5.94,2.0
S00714_D045,23,Male,Gym Goer,45,4.2328511627853995,6,4.46280336846267,1.2161242905238863,15,5.357937532101503,1.9982330031699969,1.34,2.64,2.72,4.33,3.64
S00714_D090,23,Male,Gym Goer,90,5.42480141488789,6,4.215724526924612,1.2391707015467883,45,5.972277873965668,2.340595568776192,1.42,2.37,3.6,5.26,3.2
